image_path,font,font_size,color
images/158b1476-5938-45dc-be90-9e50327c245d.jpg,KhaosuayThin,28,#26E953
images/da1628c5-6b4f-4ead-9514-e723355870e9.jpg,KhaosuayThin,22,#0000FF
images/f75a8720-bdfb-465d-977a-1c208d23b2cc.jpg,KhaosuayThin,26,#FF6666
images/ce67542f-d7d7-49ef-91f9-df686231154a.jpg,KhaosuayThin,18,#FF6666
images/10df170a-ee18-4dbb-b8bc-0f5cd47ea861.jpg,Prompt-Regular,24,#FF6666
images/ac996aba-034d-4754-a41a-26dcbb2b5a2f.jpg,KhaosuayThin,20,#26E953
images/4269af8e-5dba-4084-b9db-82f8f8b31993.jpg,Prompt-Regular,26,#A020F0
images/1ef6b9da-4fd0-4a43-9780-b23dc5cd0e3a.jpg,NotoSerifThai-Regular,18,#FF6666
images/94b2f2f7-37f8-4c34-a4eb-58a4df02ae2b.jpg,KhaosuayThin,20,#A020F0
images/a031a923-1424-4d87-b8ab-e3da31ea2caa.jpg,Sarabun-Regular,18,#26E953
images/612cac08-d54b-4256-95f5-1db3cf5ef558.jpg,KhaosuayThin,22,#FF6666
images/046c1c28-14a4-435c-837a-888277849a27.jpg,KhaosuayThin,18,#FF6666
images/a161d51b-c8c5-4cd9-b0b3-f2df24d263fa.jpg,FkBeautyRegular,28,#A020F0
images/1ec6a703-9090-42c2-9e6e-85b1ad71e52b.jpg,Prompt-Regular,22,#FF6666
images/a0c35f6d-aeef-433f-ad73-9e78d66ad705.jpg,Kodchasan-Regular,22,#0000FF
images/735b94f5-9114-495a-a9b1-f5ad987ebfdf.jpg,Sarabun-Regular,26,#DF3030
images/b1c050eb-6278-4734-ab47-b23a49a937a8.jpg,Prompt-Regular,26,#DF3030
images/bf815a5a-b91e-4252-bd86-34aea4b0ebb7.jpg,KhaosuayThin,18,#A020F0
images/7f54fd11-36e6-4eb7-b031-1ee5a991608b.jpg,NotoSerifThai-Regular,28,#FF6666
images/0888c1ed-3c25-427a-9576-1288a1424c67.jpg,Sarabun-Regular,26,#FF6666
images/cd091eee-ab1e-45de-a628-ec63b536d9fa.jpg,Athiti-Regular,26,#A020F0
images/7953387f-54ac-4377-a26e-7ae58aa8e544.jpg,Kodchasan-Regular,28,#DF3030
images/0f18e96a-e3a5-4d3d-8d0b-0455e3713254.jpg,NotoSerifThai-Regular,22,#FF6666
